Entity,Code,Year,Deaths - Malaria - Sex: Both - Age: Under 5 (Number),Deaths - HIV/AIDS - Sex: Both - Age: Under 5 (Number),Deaths - Meningitis - Sex: Both - Age: Under 5 (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: Under 5 (Number),Deaths - Other neonatal disorders - Sex: Both - Age: Under 5 (Number),Deaths - Whooping cough - Sex: Both - Age: Under 5 (Number),Deaths - Lower respiratory infections - Sex: Both - Age: Under 5 (Number),Deaths - Congenital birth defects - Sex: Both - Age: Under 5 (Number),Deaths - Measles - Sex: Both - Age: Under 5 (Number),Deaths - Neonatal sepsis and other neonatal infections - Sex: Both - Age: Under 5 (Number),Deaths - Neonatal encephalopathy due to birth asphyxia and trauma - Sex: Both - Age: Under 5 (Number),Deaths - Drowning - Sex: Both - Age: Under 5 (Number),Deaths - Tuberculosis - Sex: Both - Age: Under 5 (Number),Deaths - Neonatal preterm birth - Sex: Both - Age: Under 5 (Number),Deaths - Diarrheal diseases - Sex: Both - Age: Under 5 (Number),Deaths - Neoplasms - Sex: Both - Age: Under 5 (Number),Deaths - Syphilis - Sex: Both - Age: Under 5 (Number),Deaths - All causes - Sex: Both - Age: 7-27 days (Number),Deaths - All causes - Sex: Both - Age: 1-4 years (Number),Deaths - All causes - Sex: Both - Age: 0-6 days (Number),Deaths - All causes - Sex: Both - Age: 28-364 days (Number),"Mortality rate, under-5, female (per 1,000 live births)","Mortality rate, under-5, male (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)",$1.90 per day - share of population below poverty line,"Current health expenditure per capita, PPP (current international $)",Population (historical estimates),Access to electricity (% of population) [EG.ELC.ACCS.ZS],Adjusted net national income (annual % growth) [NY.ADJ.NNTY.KD.ZG],Adjusted net national income (current US$) [NY.ADJ.NNTY.CD],Adjusted net national income per capita (annual % growth) [NY.ADJ.NNTY.PC.KD.ZG],Adjusted net national income per capita (current US$) [NY.ADJ.NNTY.PC.CD],"Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]","Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]",Poverty gap at $1.90 a day (2011 PPP) (%) [SI.POV.GAPS],Poverty gap at $3.20 a day (2011 PPP) (%) [SI.POV.LMIC.GP],Poverty gap at $5.50 a day (2011 PPP) (%) [SI.POV.UMIC.GP]
Andorra,AND,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.7,0.919999981,0.819999981,,1936.802124,65390,100,,,,,,,,,
Andorra,AND,2001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.669999981,0.869999981,0.769999981,,2034.902588,67344,100,,,,,,,,,
Andorra,AND,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.630000019,0.819999981,0.730000019,,2225.17334,70048,100,,,,,,,,,
Andorra,AND,2003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.6,0.769999981,0.69000001,,2150.158936,73180,100,,,,,,,,,
Andorra,AND,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0.569999981,0.730000019,0.65,,2165.268799,76250,100,,,,,3.8,,,,
Andorra,AND,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0.530000019,0.69000001,0.60999999,,2433.207275,78871,100,,,,,3.6,,,,
Andorra,AND,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0.5,0.65,0.580000019,,2328.087891,80995,100,,,,,3.3,,,,
Andorra,AND,2007,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0.480000019,0.60999999,0.54000001,,2405.698486,82682,100,,,,,2.8,,,,
Andorra,AND,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0.45,0.569999981,0.50999999,,2672.676025,83860,100,,,,,2.8,,,,
Andorra,AND,2009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.419999981,0.530000019,0.480000019,,2751.879883,84461,100,,,,,3.2,13.45308018,,,
Andorra,AND,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.39000001,0.5,0.45,,2816.19165,84454,100,,,,,2.8,,,,
Andorra,AND,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.370000005,0.469999981,0.419999981,,2631.673828,83748,100,,,,,,,,,
Andorra,AND,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.35,0.44000001,0.4,,2712.647461,82427,100,,,,,3.9,,,,
Andorra,AND,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.329999995,0.419999981,0.379999995,,2755.264893,80770,100,,,,,,6.195529938,,,
Andorra,AND,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.30999999,0.39000001,0.35,,2888.261719,79213,100,,,,,,13.31521034,,,
Andorra,AND,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29000001,0.370000005,0.329999995,,3096.173096,77993,100,,,,,,10.44281006,,,
Andorra,AND,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279999995,0.35,0.320000005,,3065.615479,77295,100,,,,,4.3,9.990980148,,,
Andorra,AND,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25999999,0.329999995,0.3,,3319.405029,76997,100,,,,,,9.392439842,,,
Andorra,AND,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.30999999,0.279999995,,3607.000977,77008,100,,,,,4.4,13.46191978,,,
Angola,AGO,1990,4096,64,2423,10013,3693,2304,15912,3386,5331,1432,3302,815,5420,5567,28811,335,1363,8988,46399,15769,31715,21.08999939,23.4,22.28000031,28.83105,,11848385,,,6550000000,,552.8179579,19.555,,,,
Angola,AGO,1991,4322,95,2591,10003,3783,2380,16134,3480,5367,1481,3399,832,5518,5710,29191,344,1406,9114,46718,16135,32299,21.1,23.38000031,22.26000061,29.63377,,12248901,,,,,,19.533,,,,
Angola,AGO,1992,4566,136,2692,9972,3872,2325,16390,3587,5352,1532,3491,843,5619,5835,29395,354,1451,9225,47488,16526,32760,21.11000061,23.38999939,22.26999969,32.66512,,12657361,,,,,,19.506,,,,
Angola,AGO,1993,4837,190,2865,9936,3985,2455,16778,3696,5411,1586,3603,869,5786,5979,29876,364,1500,9470,49828,17138,33732,21.06999969,23.4,22.26999969,46.07425,,13075044,,,,,,19.464,,,,
Angola,AGO,1994,5139,260,2841,9765,4103,2544,17064,3796,5516,1638,3722,886,5959,6126,30759,373,1551,9577,49680,17511,34376,21.03000031,23.4,22.25,46.95678,,13503753,,,-96244192,,-7.127218041,19.396,,,,
Angola,AGO,1995,5465,345,2595,9516,4223,2577,17243,3887,5626,1693,3845,898,6117,6276,31270,381,1605,9629,49779,17932,34781,20.93999939,23.33999939,22.16999969,42.09656,,13945205,,,2552000000,,183.0019709,19.292,,,,
Angola,AGO,1996,5844,443,2641,9163,4332,2611,17300,4005,5653,1770,3998,898,6203,6469,30674,392,1679,9655,49879,18311,35075,20.76999969,23.18000031,22,38.25956,,14400722,,,2624000000,,182.2130863,19.146,,,,
Angola,AGO,1997,6350,555,2691,8754,4441,2753,17341,4132,5603,1844,4149,915,6289,6659,30119,405,1753,9699,50414,18722,35561,20.51000061,22.91000061,21.73999939,36.5385,,14871572,,,3866000000,,259.9590682,18.952,,,,
Angola,AGO,1998,6949,677,2842,8433,4517,2710,17474,4265,5304,1917,4275,937,6445,6798,29506,422,1825,9684,52056,19170,36171,20.18000031,22.56000061,21.38000031,35.89915,,15359600,,,4119000000,,268.1710461,18.706,6.114679813,,,
Angola,AGO,1999,7521,809,2805,8088,4578,3038,17461,4395,5207,1987,4395,955,6554,6932,28494,442,1894,9400,51343,19384,36310,19.76000061,22.11000061,20.96000061,36.36245,,15866871,,,2587000000,,163.0441188,18.404,,,,
Angola,AGO,2000,8114,949,2845,7779,4579,3073,17398,4538,5199,2068,4531,958,6689,7078,27379,459,1961,9060,50844,19670,36467,19.26000061,21.56000061,20.43999939,36.54118,62.69586563,16395476,24.21274376,,3414000000,,208.2281595,18.036,5.255080223,16.4,29.6,47.3
Angola,AGO,2001,9072,1094,2865,7521,4514,3202,17164,4709,5382,2168,4691,956,6756,7268,25358,475,2025,8752,50394,20055,36593,18.68999939,20.93999939,19.83999939,38.33782,151.7470398,16945753,20,,4517000000,,266.556464,17.597,,,,
Angola,AGO,2002,9824,1236,2957,7137,4481,3286,16701,4868,5616,2258,4821,944,6678,7429,23305,488,2085,8403,49148,20372,36409,18.01999969,20.21999969,19.15,36.64568,126.0251236,17519418,26.35211754,,9936000000,,567.1421277,17.09,,,,
Angola,AGO,2003,10828,1375,2812,6857,4496,3320,16146,5038,5890,2339,4946,929,6473,7597,21279,500,2138,8087,48068,20744,36244,17.28000031,19.41000061,18.38000031,39.54057,136.1994019,18121477,27.41277695,8.939933073,12170000000,5.320566552,671.5788123,16.522,,,,
Angola,AGO,2004,12368,1510,2913,6960,4532,3349,16242,5351,1926,2416,5050,975,6568,7734,20299,541,2214,7815,46845,21078,36077,16.45,18.51999969,17.51000061,39.37697,167.6326294,18758138,28.47055054,-3.467640761,13020000000,-6.743999446,694.0987426,15.903,,,,
Angola,AGO,2005,13011,1604,2869,6624,4534,3376,15669,5467,1520,2474,5105,952,6296,7801,18682,547,2277,7533,45236,21331,35656,15.56999969,17.58000031,16.61000061,37.25767,137.9809418,19433604,29.52778625,13.07929974,18450000000,9.148931379,949.3864339,15.24,7.992350101,,,
Angola,AGO,2006,12704,1675,2716,6228,4470,3669,15026,5540,1732,2529,5136,915,5978,7834,19147,547,2342,7323,43723,21475,36145,14.63999939,16.6,15.63999939,36.28901,143.9989624,20149905,30.58689499,15.22764645,26040000000,11.13146444,1292.313785,14.539,7.454790115,,,
Angola,AGO,2007,11774,1768,2665,5893,4422,3476,14507,5633,1457,2575,5143,893,5746,7836,17233,556,2394,6874,41357,21556,34479,13.75,15.61000061,14.7,34.39986,179.968811,20905360,37.5,-4.360762666,30010000000,-7.816868662,1435.517016,13.815,9.279999733,,,
Angola,AGO,2008,9837,1861,2576,5480,4384,3678,13743,5646,1975,2613,5141,851,5365,7810,16169,555,2421,6427,39023,21622,32937,12.83999939,14.65,13.76999969,33.23631,219.5539398,21695636,38.49000168,-21.07068145,29640000000,-23.9457272,1366.173363,13.085,7.409999847,11.6,26.6,46.2
Angola,AGO,2009,7915,1953,2441,4983,4383,3689,12641,5592,3920,2631,5161,792,4775,7832,15286,538,2459,6009,36867,21824,31593,11.98000031,13.71000061,12.86999969,35.6819,248.6426392,22514275,33.80218887,33.95547825,41020000000,29.08473829,1821.955182,12.367,9.420000076,,,
Angola,AGO,2010,6937,2099,2372,4686,4408,3629,11921,5632,2942,2632,5189,764,4411,7876,14808,542,2500,5582,34610,22077,30138,11.19000015,12.83000031,12.04000015,36.09703,177.5528107,23356247,34.89563751,13.83495477,42500000000,9.731305563,1819.641657,11.68,8.68476963,,,
Angola,AGO,2011,6071,2295,2231,4228,4371,3574,10939,5512,2977,2614,5195,705,3919,7886,14442,521,2503,5181,32356,22259,28736,10.45,12.00999985,11.25,37.03079,177.5401306,24220660,34.59999847,18.61952054,57710000000,14.38609934,2382.676607,11.039,8.93999958,,,
Angola,AGO,2012,5675,2390,2114,3850,4352,3378,10141,5420,2549,2586,5198,661,3526,7912,13825,505,2505,4811,30190,22439,27242,9.730000305,11.21999969,10.50999985,36.78134,177.5960846,25107925,37.13132095,13.97688033,71420000000,9.949160125,2844.520206,10.451,8.370432854,,,
Angola,AGO,2013,5557,2322,1748,3438,4325,3612,9281,5252,2390,2555,5180,598,3160,7905,12976,479,2478,4483,28121,22505,25678,9.130000305,10.54000015,9.85,37.18691,209.9487915,26015786,38.2780304,10.00497635,82590000000,6.166182939,3174.610984,9.921,8.826971054,,,
Angola,AGO,2014,5614,2147,1578,3083,4285,3392,8542,5087,2624,2525,5146,547,2821,7847,11719,456,2448,4203,26149,22449,24107,8.590000153,9.959999847,9.290000153,37.76034,199.0945892,26941773,32,12.59958982,97220000000,8.729549181,3608.52272,9.454,6.162835598,,,
Angola,AGO,2015,5972,1859,1462,2816,4221,3473,7907,4950,1574,2489,5076,511,2538,7731,10784,444,2416,3975,24215,22208,22571,8.159999847,9.440000153,8.809999847,39.91045,191.2019958,27884380,42,17.78358287,89980000000,13.80201219,3226.896205,9.052,8.918776512,,,
Angola,AGO,2016,6232,1547,1335,2539,4137,3368,7162,4739,1390,2444,4973,465,2208,7566,9634,418,2376,3790,22399,21870,21055,7.759999847,9.019999695,8.409999847,42.16528,192.7211304,28842482,41.81312943,61.2152088,78390000000,55.8598925,2717.865959,8.716,6.550973892,,,
Angola,AGO,2017,6203,1273,1211,2197,4054,3117,6424,4518,1714,2394,4849,414,1891,7396,8970,390,2322,3565,20566,21447,19532,7.430000305,8.65,8.059999847,45.06926,204.0837402,29816769,43.01325989,-12.13620393,88720000000,-15.0072244,2975.506836,8.432,6.763776779,,,
Angola,AGO,2018,6145,999,1112,1961,3989,3073,5877,4387,1803,2374,4760,383,1655,7281,7700,375,2299,3397,18946,21147,18122,7.119999695,8.309999847,7.730000305,49.08743,188.5054779,30809787,45.29000092,-31.47389701,64170000000,-33.6825346,2082.779735,8.19,5.410232067,22.7,38.7,56.6
Antigua and Barbuda,ATG,1990,0,0,1,0,1,0,1,3,0,1,2,0,0,6,1,0,0,3,3,10,3,1.269999981,1.519999981,1.4,,,62533,95.76304626,,,,,6.98,,,,
Antigua and Barbuda,ATG,1991,0,0,1,0,1,0,1,3,0,1,2,0,0,6,1,0,0,3,3,10,3,1.289999962,1.55,1.430000019,,,63363,95.94065094,,,,,7.008,,,,
Antigua and Barbuda,ATG,1992,0,0,0,0,1,0,1,3,0,1,2,0,0,7,1,0,0,3,3,10,3,1.319999981,1.589999962,1.460000038,,,64459,96.11813354,,,,,7.009,,,,
Antigua and Barbuda,ATG,1993,0,0,0,0,1,0,2,3,0,1,2,0,0,7,1,0,0,3,3,11,3,1.360000038,1.629999924,1.5,,,65777,96.29494476,,,,,6.979,,,,
Antigua and Barbuda,ATG,1994,0,0,0,0,1,0,2,3,0,1,2,0,0,7,1,0,0,3,3,11,4,1.389999962,1.670000076,1.530000019,,,67201,96.47039032,,,,,6.918,,,,
Antigua and Barbuda,ATG,1995,0,0,1,0,1,0,2,3,0,1,2,0,0,8,1,0,0,3,4,11,4,1.419999981,1.710000038,1.560000038,,,68672,96.64379883,,,,,6.827,,,,
Antigua and Barbuda,ATG,1996,0,0,0,0,1,0,2,3,0,1,2,0,0,8,1,0,0,3,4,11,4,1.430000019,1.729999924,1.589999962,,,70176,96.81448364,,,,,6.712,,,,
Antigua and Barbuda,ATG,1997,0,0,0,0,1,0,2,3,0,1,2,0,0,8,1,0,0,4,4,12,4,1.439999962,1.739999962,1.6,,,71707,96.98177338,,,,,6.584,,,,
Antigua and Barbuda,ATG,1998,0,0,0,0,1,0,2,3,0,1,2,0,0,7,1,0,0,3,4,11,4,1.439999962,1.739999962,1.589999962,,,73219,97.14498138,,,,,6.453,,,,
Antigua and Barbuda,ATG,1999,0,0,0,0,1,0,2,3,0,1,2,0,0,7,1,0,0,3,4,10,4,1.419999981,1.720000076,1.580000019,,,74674,97.30335236,,,,,6.328,12.43941021,,,
Antigua and Barbuda,ATG,2000,0,0,0,0,1,0,2,3,0,1,2,0,0,7,1,0,0,3,4,10,4,1.4,1.689999962,1.55,,794.0597534,76007,97.68926239,,,,,6.216,,,,
Antigua and Barbuda,ATG,2001,0,0,0,0,1,0,2,3,0,1,2,0,0,7,0,0,0,3,4,10,4,1.360000038,1.65,1.510000038,,879.4467163,77212,97.78525543,,,,,6.124,,,,
Antigua and Barbuda,ATG,2002,0,0,0,0,1,0,2,3,0,1,2,0,0,6,0,0,0,3,4,9,4,1.319999981,1.589999962,1.460000038,,865.6155396,78298,100,,,,,6.051,11.70153999,,,
Antigua and Barbuda,ATG,2003,0,0,0,0,1,0,2,3,0,1,1,0,0,6,0,0,0,3,4,9,4,1.269999981,1.530000019,1.410000038,,974.4771729,79311,97.95682526,,,,,5.999,,,,
Antigua and Barbuda,ATG,2004,0,0,0,0,1,0,2,3,0,1,1,0,0,6,0,0,0,3,4,8,4,1.219999981,1.469999981,1.35,,957.7860718,80347,98.03710175,,,,,5.967,,,,
Antigua and Barbuda,ATG,2005,0,0,0,0,1,0,2,3,0,1,1,0,0,5,0,0,0,3,4,7,4,1.169999981,1.410000038,1.289999962,,1011.610962,81462,92.19999695,,,,,5.955,,,,
Antigua and Barbuda,ATG,2006,0,0,0,0,1,0,2,3,0,1,1,0,0,5,0,0,0,3,4,7,3,1.110000038,1.339999962,1.230000019,,1073.619263,82715,100,,,,,5.96,,,,
Antigua and Barbuda,ATG,2007,0,0,0,0,1,0,2,3,0,1,1,0,0,4,0,0,0,3,4,6,3,1.060000038,1.280000019,1.169999981,,1138.698853,84029,100,,,,,5.976,,,,
Antigua and Barbuda,ATG,2008,0,0,0,0,1,0,2,3,0,1,1,0,0,4,0,0,0,3,4,6,3,1.010000038,1.210000038,1.110000038,,1078.984985,85394,100,,,,,5.999,,,,
Antigua and Barbuda,ATG,2009,0,0,0,0,1,0,1,2,0,1,1,0,0,4,0,0,0,3,4,5,3,0.960000038,1.15,1.060000038,,937.0289917,86743,98.48127747,,,,,6.026,6.928140163,,,
Antigua and Barbuda,ATG,2010,0,0,0,0,1,0,1,2,0,1,1,0,0,4,0,0,0,2,4,5,3,0.910000038,1.089999962,1,,1108.554077,88030,98.59723663,,,,,6.055,,,,
Antigua and Barbuda,ATG,2011,0,0,0,0,1,0,1,2,0,1,1,0,0,3,0,0,0,2,4,5,3,0.860000038,1.030000019,0.95,,1107.547241,89250,94.55201721,,,,,6.085,,,,
Antigua and Barbuda,ATG,2012,0,0,0,0,1,0,1,2,0,1,1,0,0,3,0,0,0,2,4,5,3,0.819999981,0.980000019,0.9,,1073.840454,90407,100,,,,,6.116,,,,
Antigua and Barbuda,ATG,2013,0,0,0,0,1,0,1,2,0,1,1,0,0,3,0,0,0,2,4,4,3,0.780000019,0.930000019,0.85,,1035.539917,91510,100,,,,,6.151,,,,
Antigua and Barbuda,ATG,2014,0,0,0,0,1,0,1,2,0,1,1,0,0,3,0,0,0,2,4,4,3,0.74000001,0.880000019,0.810000038,,1118.010742,92562,100,,,,,6.188,,,,
Antigua and Barbuda,ATG,2015,0,0,0,0,1,0,1,2,0,1,1,0,0,3,0,0,0,2,3,4,3,0.70999999,0.839999962,0.780000019,,998.4859009,93571,100,,,,,6.227,,,,
Antigua and Barbuda,ATG,2016,0,0,0,0,1,0,1,2,0,1,1,0,0,3,0,0,0,2,3,4,3,0.680000019,0.8,0.74000001,,1020.278687,94520,100,,,,,6.27,6.762646198,,,
Antigua and Barbuda,ATG,2017,0,0,0,0,1,0,1,2,0,1,1,0,0,3,0,0,0,2,3,4,2,0.65,0.769999981,0.70999999,,967.3039551,95425,100,,,,,6.316,7.391803741,,,
Antigua and Barbuda,ATG,2018,0,0,0,0,1,0,1,2,0,1,1,0,0,3,0,0,0,2,3,4,2,0.630000019,0.74000001,0.69000001,,1049.156006,96282,100,,,,,6.366,7.23061657,,,
Argentina,ARG,1990,0,8,395,670,920,30,1388,3182,13,1131,1371,254,94,5904,701,294,50,2039,2625,8820,6216,2.560000038,3.160000038,2.860000038,,,32618648,92.15480042,0.439474591,1.21E+11,-1.009324808,3694.205842,8.163,,,,
Argentina,ARG,1991,0,8,377,625,925,29,1361,3197,12,1119,1342,248,87,5794,638,288,49,2023,2557,8686,6095,2.520000076,3.1,2.810000038,,,33079002,92.4921875,15.46535977,1.67E+11,13.85845095,5039.450707,8.112,,0.7,1.8,6
Argentina,ARG,1992,0,8,348,565,892,28,1281,3102,8,1079,1266,233,76,5398,558,276,43,1947,2434,8171,5714,2.45,3,2.729999924,,,33529320,92.82945251,14.29445659,2.04E+11,12.75941648,6081.244714,8.063,,1.3,2.5,6.4
Argentina,ARG,1993,0,7,334,501,877,25,1214,3048,5,1052,1211,217,68,5130,489,261,39,1929,2270,7843,5381,2.35,2.889999962,2.629999924,,,33970103,93.16604614,5.115862512,2.10E+11,3.751919482,6193.681544,8.018,,1.4,2.8,6.9
Argentina,ARG,1994,0,7,304,460,855,24,1173,3024,2,1028,1152,207,60,4794,449,251,35,1891,2143,7378,5265,2.25,2.779999924,2.520000076,,,34402669,93.50127411,4.935467026,2.27E+11,3.616048604,6589.60501,7.979,,1.6,2.8,7.2
Argentina,ARG,1995,0,7,295,443,841,22,1191,3026,1,995,1092,201,57,4532,437,244,32,1855,2082,6953,5328,2.15,2.660000038,2.410000038,,,34828168,93.83446503,-4.979035078,2.22E+11,-6.139915133,6385.635903,7.946,,2.6,4.6,9.8
Argentina,ARG,1996,0,7,277,428,830,20,1181,3035,1,979,1055,195,52,4372,422,237,31,1828,2007,6731,5246,2.05,2.55,2.310000038,,,35246376,94.16493988,7.096181983,2.36E+11,5.825456162,6707.072523,7.92,15.39877033,3.1,5.2,11
Argentina,ARG,1997,0,43,240,390,822,19,1115,3015,0,984,1033,186,44,4086,412,222,29,1754,1892,6493,4976,1.960000038,2.439999962,2.210000038,,,35657438,94.49201202,7.3750579,2.53E+11,6.137229034,7086.880443,7.898,,2.6,4.7,10.3
Argentina,ARG,1998,0,44,225,362,800,18,1108,3045,0,979,1020,184,39,4132,395,215,28,1759,1848,6518,4851,1.879999924,2.35,2.120000076,,,36063451,94.81500244,3.153677022,2.57E+11,1.99234241,7131.874318,7.879,15.62125969,2.6,5.1,11.3
Argentina,ARG,1999,0,34,202,317,746,18,1014,2992,0,958,958,177,34,3860,358,206,26,1676,1741,6167,4531,1.810000038,2.25,2.039999962,,,36467218,95.13315582,-5.902530544,2.39E+11,-6.944382789,6551.089255,7.862,15.87753963,2.9,5.4,11.7
Argentina,ARG,2000,0,31,185,286,702,18,947,2914,0,918,883,171,30,3625,323,201,24,1586,1695,5798,4296,1.75,2.160000038,1.960000038,,1067.828613,36870796,95.78328705,-0.772554584,2.38E+11,-1.858672008,6446.836678,7.845,16.22615051,3.4,6.4,13.4
Argentina,ARG,2001,0,27,174,270,679,19,921,2889,0,904,830,170,26,3552,300,197,24,1533,1668,5668,4116,1.689999962,2.079999924,1.889999962,,1050.861816,37275644,95.51106262,-5.019297175,2.24E+11,-6.050875532,5998.554981,7.83,16.35596085,5.5,9.5,17.2
Argentina,ARG,2002,0,33,177,276,697,19,950,2955,0,912,819,176,26,3751,294,198,25,1576,1716,5841,4191,1.639999962,2.010000038,1.829999924,,830.9619751,37681743,96.22886658,-11.37304606,74850000000,-12.32818546,1986.373083,7.815,16.44220924,6.8,13.8,24.9
Argentina,ARG,2003,0,27,175,249,703,21,958,2972,0,910,790,171,22,3744,268,194,24,1591,1680,5813,4092,1.589999962,1.939999962,1.770000076,,849.8798218,38087866,96.44263458,10.73107282,1.02E+11,9.550370404,2667.516211,7.802,14.35472012,2.9,6.7,14.8
Argentina,ARG,2004,0,21,164,213,668,23,872,2901,0,869,740,158,19,3448,235,191,23,1521,1574,5439,3840,1.530000019,1.879999924,1.710000038,,882.9645386,38491970,96.65350342,-0.762294855,1.22E+11,-1.804131726,3166.89429,7.788,15.13930035,2,5,12
Argentina,ARG,2005,0,19,149,177,610,23,787,2721,0,786,663,146,16,3049,210,186,20,1385,1490,4861,3527,1.480000019,1.820000076,1.65,,1032.689819,38892924,96.86384583,7.830778084,1.47E+11,6.719131611,3782.17899,7.775,15.8031702,1.4,4,9.8
Argentina,ARG,2006,0,22,143,150,578,26,760,2632,0,717,615,140,15,2931,195,182,19,1323,1456,4629,3329,1.439999962,1.770000076,1.610000038,,1142.360596,39289876,97.07605743,21.09181025,1.91E+11,19.86840002,4871.483942,7.762,15.50984001,1.2,3.1,7.8
Argentina,ARG,2007,0,20,143,136,608,30,781,2692,0,704,621,136,14,3091,188,183,18,1379,1440,4804,3345,1.4,1.729999924,1.569999981,,1298.185669,39684303,97.29279327,12.34478809,2.42E+11,11.2281799,6098.129026,7.749,15.10157013,1,2.5,6.9
Argentina,ARG,2008,0,16,142,122,614,32,773,2754,0,696,617,130,14,3098,185,181,18,1399,1406,4815,3367,1.369999981,1.689999962,1.530000019,,1424.122192,40080159,97.51675415,5.969792221,3.04E+11,4.923170174,7579.81025,7.735,15.74783993,0.9,2.4,6.4
Argentina,ARG,2009,0,20,141,107,603,30,757,2723,0,663,591,123,13,2966,178,181,18,1359,1382,4630,3308,1.339999962,1.639999962,1.489999962,,1544.611938,40482786,97.75065613,-7.426340899,2.77E+11,-8.347044692,6849.82501,7.722,16.02066994,0.8,2.1,5.7
Argentina,ARG,2010,0,17,141,95,609,29,725,2722,0,643,578,121,12,2940,173,181,17,1357,1377,4579,3245,1.3,1.589999962,1.45,,1701.557617,40895751,98.81999969,11.25185487,3.52E+11,10.41813802,8617.634996,7.708,15.04796982,0.5,1.5,4.8
Argentina,ARG,2011,0,16,138,84,598,29,700,2673,0,608,549,116,12,2843,167,181,17,1329,1368,4401,3165,1.25,1.519999981,1.389999962,,1817.206787,41320497,99.09535217,9.154226808,4.41E+11,7.902842333,10692.77915,7.694,15.1585598,0.4,1.1,3.7
Argentina,ARG,2012,0,15,105,72,576,25,640,2597,0,575,520,112,11,2641,158,179,17,1269,1328,4136,2987,1.2,1.45,1.330000019,,1929.194824,41755188,99.22998047,-1.570744877,4.52E+11,-2.683455463,10830.6871,7.68,14.51826,0.4,1.2,3.6
Argentina,ARG,2013,0,15,96,66,575,20,618,2569,0,550,516,107,11,2621,156,177,19,1260,1299,4087,2914,1.139999962,1.389999962,1.269999981,,1969.397339,42196034,99.34267426,2.100445899,4.58E+11,0.96420019,10849.95629,7.665,14.45792961,0.4,1,3.4
Argentina,ARG,2014,0,16,95,60,579,18,591,2565,0,540,513,103,10,2565,155,176,20,1257,1265,4015,2874,1.089999962,1.319999981,1.210000038,,1905.104736,42637508,100,-3.385105685,4.37E+11,-4.441530723,10232.13302,7.651,13.79932976,0.4,1.1,3.7
Argentina,ARG,2015,0,14,88,53,535,17,548,2419,0,507,479,98,10,2295,139,171,19,1156,1219,3650,2690,1.030000019,1.260000038,1.15,,2059.328613,43075416,99.6253891,5.13038272,5.05E+11,4.003162421,11708.25369,7.638,13.96331024,,,
Argentina,ARG,2016,0,14,84,51,512,18,526,2294,0,477,451,96,10,2160,131,168,19,1094,1212,3427,2553,0.969999981,1.2,1.089999962,,1831.535278,43508459,99.84957886,-2.091207167,4.71E+11,-3.120828813,10798.25708,7.626,13.35554028,0.4,1.1,3.7
Argentina,ARG,2017,0,13,77,51,500,17,490,2169,0,466,430,91,9,2029,122,163,17,1046,1166,3260,2391,0.910000038,1.139999962,1.030000019,,2470.109863,43937143,100,5.694434934,5.50E+11,4.603907015,12494.0938,7.616,13.26391983,0.3,1,3.2
Argentina,ARG,2018,0,13,71,51,489,17,467,2101,0,466,420,86,8,1950,116,158,16,1024,1111,3166,2301,0.85,1.089999962,0.969999981,,2260.395752,44361150,99.98957825,-5.617523516,4.37E+11,-6.571415532,9812.448289,7.609,12.52334023,0.5,1.3,4.1
Armenia,ARM,1990,0,0,6,3,75,0,938,466,0,206,82,59,13,751,357,39,0,364,383,1239,1361,4.409999847,5.370000076,4.909999847,3.370638,,3538164,,,,,,8.473,,,,
